Timestamp_ms,ReferenceFrequencyHz,PhaseErrorNs,DACVoltage_V,LockStatus,LockState,PhaseStale,IsLocked
1787765079158,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079161,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079164,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079167,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079170,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079173,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079176,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079179,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079182,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079185,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079188,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079191,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079196,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079197,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079200,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079203,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079206,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079209,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079212,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079215,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079218,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079221,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079224,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079227,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079230,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079233,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079236,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079239,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079242,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079245,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079248,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079251,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079254,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079257,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079260,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079263,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079266,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079269,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079272,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079275,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079278,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079281,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079284,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079287,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079290,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079293,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079296,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079299,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079302,35532.996,464.3,1.6504,1,WAIT ZCD,1,0
1787765079305,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079308,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079311,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
1787765079314,35548.031,464.3,1.6504,1,WAIT ZCD,1,0
